task_id,user_id,task_name,category,timestamp,duration_minutes,completed
1441,1012,Post office,Errands,2025-05-01 11:15:00,46.4,Yes
1442,1013,Practice problems,Study ,2025-02-22 13:19:00,54.0,Yes
1443,1006,Dishes,Chores,2025-07-17 21:47:00,69.5,Yes
1444,1045,Email cleanup,Work,2025-03-01 12:29:00,26.5,No
1445,1003,Read chapter,Study,2025-07-03 09:44:00,14.5,No
1446,1001,Code review,work,2025-05-29 18:28:00,,Yes
1447,1033,Stretching,Health,2025-07-16 20:50:00,19.6,Yes
1448,1032,Email cleanup,Work,2025-05-09 10:25:00,26.9,Yes
1449,1024,Budget review,Personal,2025-07-17 06:36:00,28.9,Yes
1450,1040,Laundry,Chores,2025-07-20 11:51:00,34.5,Yes
1451,1012,Grocery shopping,Chores,2025-02-16 18:59:00,7.6,Yes
1452,1017,Meal prep,health,2025-03-01 14:16:00,53.1,Yes
1453,1027,Budget spreadsheet,Work,2025-07-21 19:59:00,9.6,Yes
1454,1043,Grocery shopping,Chores,2025-05-29 20:08:00,22.2,Yes
1455,1017,Client report,Work,2025-06-26 16:18:00,16.6,Yes
1456,1018,Meal prep,Health,2025-01-21 06:35:00,37.0,Yes
1457,1016,Practice problems,Study,2025-01-30 18:51:00,24.4,Yes
1458,1015,Read chapter,Study,2025-03-08 19:27:00,23.2,Yes
1459,1001,Budget spreadsheet,Work,2025-06-26 09:07:00,55.5,Yes
1460,1017,Email cleanup,Work,2025-04-26 21:58:00,39.8,No
1461,1023,Flashcard review,Study,2025-01-13 08:30:00,31.5,Yes
1462,1044,Meal prep,Health,2025-02-27 12:04:00,14.6,Yes
1463,1019,Flashcard review,Study,2025-07-26 06:33:00,,Yes
1464,1042,Client report,Work,2025-03-03 17:00:00,39.1,Yes
1465,1024,Essay draft,Study,2025-03-21 22:14:00,,Yes
1466,1020,Budget review,Personal,2025-03-13 06:57:00,23.6,Yes
1467,1020,Laundry,Chores,2025-06-27 13:28:00,63.1,Yes
1468,1006,Sprint planning notes,Work,2025-06-12 10:14:00,39.9,Yes
1469,1001,Tidy desk,Chores,2025-03-04 08:11:00,12.6,Yes
1470,1042,Email cleanup,Work,2025-06-17 19:30:00,32.7,Yes
1471,1000,Flashcard review,Study,2025-03-07 18:20:00,50.4,Yes
1472,1033,Read chapter,STUDY,2025-07-21 08:27:00,47.0,Yes
1473,1018,Budget spreadsheet,Work,2025-07-24 19:01:00,,Yes
1474,1008,Sprint planning notes,Work,2025-02-09 13:31:00,11.2,Yes
1475,1030,Car wash,Errands,2025-02-11 13:44:00,24.5,Yes
1476,1048,Walk,Health ,2025-07-16 11:23:00,7.9,Yes
1477,1009,Car wash,Errands,2025-01-23 21:55:00,7.6,Yes
1478,1018,Client report,work,2025-03-18 09:19:00,10.8,Yes
1479,1008,Code review,Work,2025-03-01 21:52:00,21.2,Yes
1480,1002,Sprint planning notes,Work,2025-05-10 08:04:00,18.1,Yes
1481,1036,Dishes,Chores,2025-04-27 19:26:00,76.8,Yes
1482,1049,Online course module,Study,2025-01-17 18:40:00,53.9,Yes
1483,1039,Code review,Work,2025-07-25 08:28:00,10.5,No
1484,1040,Bank visit,Errands,2025-05-08 10:06:00,1.3,Yes
1485,1028,Dishes,Chores,2025-03-21 17:30:00,28.2,Yes
1486,1010,Flashcard review,Study,2025-01-31 19:47:00,,Yes
1487,1030,Team sync prep, Work,2025-03-18 13:38:00,,No
1488,1031,Workout,Health,2025-05-06 15:02:00,45.4,Yes
1489,1012,Read for fun,Personal,2025-07-27 07:40:00,65.4,Yes
1490,1008,Team sync prep,Work,2025-06-11 13:59:00,19.8,Yes
1491,1019,Practice problems,Study,2025-06-24 09:12:00,12.3,Yes
1492,1047,Stretching,Health,2025-06-23 17:09:00,32.9,Yes
1493,1017,Meal prep,Health,2025-02-22 11:14:00,24.8,No
1494,1023,Workout,Health,2025-07-26 14:57:00,58.8,Yes
1495,1020,Budget spreadsheet,WORK,2025-03-22 09:46:00,15.8,Yes
1496,1022,Grocery shopping,Chores,2025-07-11 11:57:00,4.2,Yes
1497,1017,Client report,WORK,2025-06-04 16:59:00,,Yes
1498,1006,Code review,Work,2025-05-12 16:47:00,6.8,Yes
1499,1011,Laundry,Chores,2025-02-21 19:09:00,40.1,Yes
1500,1033,Team sync prep,Work,2025-07-26 09:29:00,23.3,Yes
1501,1006,Read chapter,Study,2025-06-06 11:30:00,43.2,Yes
1502,1036,Post office,Errands,2025-06-10 18:25:00,45.3,Yes
1503,1005,Flashcard review,Study,2025-03-26 19:04:00,54.5,Yes
1504,1017,Dishes,Chores,2025-05-27 22:28:00,49.1,Yes
1505,1030,Read chapter,Study ,2025-05-30 17:04:00,81.9,Yes
1506,1018,Read for fun,Personal,2025-02-24 19:40:00,42.1,Yes
1507,1022,Read chapter,Study,2025-01-17 11:40:00,31.2,Yes
1508,1025,Dishes,Chores,2025-02-09 20:05:00,64.6,Yes
1509,1037,Tidy desk,Chores,2025-06-11 22:10:00,44.4,Yes
1510,1011,Online course module,Study,2025-06-02 06:25:00,32.1,Yes
1511,1027,Workout,Health,2025-06-10 15:53:00,12.8,Yes
1512,1011,Flashcard review,Study,2025-02-08 18:57:00,46.5,Yes
1513,1010,Pharmacy pickup,Errands,2025-05-08 20:16:00,39.2,Yes
1514,1045,Read chapter,Study,2025-07-09 20:34:00,,Yes
1515,1043,Read chapter,Study,2025-07-16 16:34:00,,Yes
1516,1013,Meal prep,Health,2025-03-21 15:19:00,51.2,Yes
1517,1011,Stretching,Health,2025-05-29 11:00:00,57.5,Yes
1518,1034,Stretching,Health ,2025-06-03 21:58:00,44.1,Yes
1519,1020,Walk, health,2025-06-25 11:42:00,55.199999999999996,Yes
1520,1016,Journaling,Personal,2025-03-28 09:59:00,36.1,Yes
1521,1028,Read chapter,Study,2025-04-15 15:48:00,4.3,Yes
1522,1035,Practice problems,Study,2025-06-14 09:34:00,108.8,Yes
1523,1001,Stretching,Health,2025-02-18 22:33:00,9.9,Yes
1524,1039,Read chapter,Study,2025-07-21 08:31:00,19.6,Yes
1525,1017,Online course module,Study ,2025-03-13 10:25:00,29.9,Yes
1526,1008,Grocery shopping,Chores,2025-01-11 17:41:00,66.3,Yes
1527,1005,Meditation,Health,2025-02-12 07:06:00,39.4,Yes
1528,1030,Laundry,Chores,2025-05-28 20:54:00,17.8,Yes
1529,1040,Tidy desk,Chores,2025-04-21 06:02:00,67.9,Yes
1530,1001,Email cleanup,Work,2025-03-10 11:35:00,28.6,Yes
1531,1046,Grocery shopping,Chores,2025-06-18 19:34:00,,Yes
1532,1031,Vacuuming,Chores,2025-02-25 09:00:00,65.4,Yes
1533,1038,Practice problems,Study,2025-07-11 19:35:00,,Yes
1534,1039,Workout,health,2025-01-31 18:43:00,22.5,Yes
1535,1025,Grocery shopping,,2025-03-09 07:37:00,6.1,Yes
1536,1018,Budget spreadsheet,Work,2025-05-09 19:54:00,20.0,No
1537,1038,Sprint planning notes,Work,2025-04-27 09:30:00,47.9,Yes
1538,1028,Online course module,Study,2025-07-08 14:12:00,8.8,Yes
1539,1028,Read chapter,Study,2025-06-01 16:36:00,16.8,Yes
1540,1042,Sprint planning notes,Work ,2025-05-22 08:01:00,27.1,Yes
1541,1036,Email cleanup,Work,2025-06-10 10:38:00,8.8,No
1542,1015,Sprint planning notes,Work,2025-01-30 15:11:00,785.0,Yes
1543,1019,Client report,Work,2025-03-08 12:05:00,40.5,Yes
1544,1001,Essay draft,Study,2025-01-28 09:09:00,26.3,Yes
1545,1022,Budget spreadsheet, Work,2025-07-21 20:43:00,42.4,Yes
1546,1005,Meditation,Health,2025-07-29 22:44:00,63.1,No
1547,1040,Grocery shopping,Chores,2025-07-21 11:28:00,30.7,No
1548,1039,Email cleanup,Work,2025-06-04 17:31:00,8.9,Yes
1549,1044,Tidy desk,Chores,2025-07-13 15:58:00,34.4,Yes
1550,1042,Read for fun,Personal,2025-06-09 18:05:00,43.0,Yes
1551,1042,Grocery shopping,Chores,2025-04-20 17:51:00,24.4,Yes
1552,1035,Post office,Errands,2025-03-17 14:19:00,29.6,Yes
1553,1041,Budget spreadsheet,Work,2025-04-02 14:00:00,23.2,Yes
1554,1013,Vacuuming, Chores,2025-03-25 06:17:00,30.7,Yes
1555,1048,Budget spreadsheet,Work,2025-06-10 18:46:00,28.8,Yes
1556,1049,Sprint planning notes,Work,2025-04-05 18:15:00,71.3,Yes
1557,1029,Budget spreadsheet,Work,2025-02-23 19:22:00,31.7,Yes
1558,1016,Meditation,Health,2025-05-29 20:52:00,30.0,Yes
1559,1042,Walk,Health,2025-04-15 14:30:00,19.6,No
1560,1020,Flashcard review,Study,2025-01-31 15:43:00,67.0,Yes
1561,1026,Practice problems,Study,2025-04-24 14:20:00,62.1,Yes
1562,1011,Essay draft,Study,2025-06-01 14:31:00,21.2,Yes
1563,1049,Grocery shopping,chores,2025-04-07 16:14:00,91.9,Yes
1564,1024,Grocery shopping,chores,2025-01-23 22:29:00,21.2,Yes
1565,1049,Read for fun,Personal,2025-04-24 10:46:00,36.6,Yes
1566,1012,Read for fun,Personal,2025-06-12 06:17:00,,Yes
1567,1049,Client report,Work,2025-02-21 14:58:00,50.2,Yes
1568,1040,Budget spreadsheet,Work,2025-03-10 09:25:00,10.8,Yes
1569,1006,Post office,Errands,2025-06-08 21:22:00,42.3,Yes
1570,1020,Dishes,Chores,2025-02-21 19:57:00,28.8,Yes
1571,1007,Meditation,Health,2025-06-04 08:19:00,12.3,Yes
1572,1001,Call family,Personal,2025-05-25 08:22:00,21.3,Yes
1573,1008,Sprint planning notes,Work,2025-07-21 16:03:00,6.0,Yes
1574,1008,Dishes, Chores,2025-07-17 19:10:00,7.6,Yes
1575,1030,Meal prep,Health,2025-07-28 11:09:00,39.2,Yes
1576,1005,Pharmacy pickup,errand,2025-01-26 07:07:00,57.0,Yes
1577,1007,Code review,Work,2025-01-15 10:38:00,37.0,Yes
1578,1005,Client report,Work,2025-06-05 18:05:00,7.2,Yes
1579,1045,Practice problems,,2025-04-14 06:45:00,52.9,Yes
1580,1013,Sprint planning notes,Work,2025-07-24 18:41:00,18.1,Yes
1581,1046,Flashcard review,STUDY,2025-01-01 13:47:00,11.9,Yes
1582,1029,Team sync prep,Work,2025-05-17 16:00:00,15.2,Yes
1583,1025,Flashcard review,Study,2025-03-29 17:21:00,14.0,Yes
1584,1030,Bank visit,Errands,2025-06-13 10:04:00,,Yes
1585,1022,Grocery shopping,Chores,2025-02-01 12:31:00,26.6,Yes
1586,1019,Email cleanup,work,2025-04-07 06:50:00,35.3,Yes
1587,1043,Email cleanup,Work,2025-05-16 07:00:00,62.4,Yes
1588,1020,Vacuuming,,2025-05-28 15:17:00,19.1,Yes
1589,1042,Online course module,Study,2025-04-10 22:26:00,26.3,Yes
1590,1009,Post office, errands,2025-03-15 11:58:00,34.2,No
1591,1035,Code review,WORK,2025-06-27 19:48:00,26.6,Yes
1592,1014,Dishes,Chores,2025-02-21 17:44:00,22.8,Yes
1593,1031,Pharmacy pickup,Errands,2025-04-16 08:41:00,44.3,No
1594,1009,Pharmacy pickup,Errands,2025-03-15 13:27:00,53.9,Yes
1595,1020,Grocery shopping,Chore,2025-04-15 19:54:00,18.7,Yes
1596,1033,Team sync prep,Work,2025-07-15 19:03:00,29.7,Yes
1597,1040,Code review, Work,2025-01-03 18:55:00,18.5,Yes
1598,1010,Client report,work,2025-06-07 11:13:00,17.7,No
1599,1027,Meditation,,2025-02-05 15:12:00,,Yes
1600,1018,Sprint planning notes,Work,2025-05-01 18:19:00,21.3,Yes
1601,1028,Budget spreadsheet,Work,2025-03-20 19:05:00,12.0,Yes
1602,1011,Vacuuming,Chores,2025-04-03 11:51:00,13.3,Yes
1603,1040,Workout,Health,2025-05-07 09:02:00,18.9,Yes
1604,1039,Client report,Work,2025-01-16 14:47:00,59.1,Yes
1605,1016,Flashcard review,Study,2025-03-03 11:57:00,65.1,Yes
1606,1000,Bank visit,Errands,2025-07-15 15:18:00,23.9,Yes
1607,1014,Workout,Health,2025-07-17 15:44:00,24.4,Yes
1608,1003,Walk,Health,2025-01-23 18:29:00,78.9,Yes
1609,1021,Stretching, health,2025-05-10 22:23:00,19.9,Yes
1610,1022,Workout,Health,2025-03-05 08:53:00,,Yes
1611,1037,Read for fun,personal,2025-02-02 15:19:00,39.6,Yes
1612,1032,Code review,Work,2025-04-24 09:16:00,65.7,Yes
1613,1041,Practice problems,Study,2025-07-22 14:34:00,60.0,Yes
1614,1035,Workout,Health,2025-02-02 21:37:00,22.9,Yes
1615,1029,Online course module,Study,2025-07-21 14:16:00,37.1,Yes
1616,1015,Walk,Health,2025-01-23 16:20:00,22.9,Yes
1617,1011,Code review,Work,2025-05-13 14:04:00,48.6,Yes
1618,1000,Client report,Work,2025-05-30 18:35:00,34.7,Yes
1619,1029,Code review,Work,2025-04-26 08:04:00,8.7,Yes
1620,1039,Vacuuming,Chores,2025-01-22 22:36:00,71.1,Yes
1621,1046,Bank visit,Errands,2025-05-10 16:52:00,12.5,Yes
1622,1019,Budget spreadsheet,Work,2025-01-29 17:03:00,54.2,No
1623,1024,Email cleanup,Work,2025-01-05 22:34:00,23.8,Yes
1624,1027,Vacuuming,Chores,2025-02-20 16:12:00,43.4,Yes
1625,1002,Vacuuming,Chores,2025-01-01 17:50:00,27.1,No
1626,1003,Team sync prep,Work,2025-05-09 12:58:00,32.3,No
1627,1047,Sprint planning notes,Work,2025-04-22 08:36:00,11.1,No
1628,1010,Workout,Health,2025-06-06 14:14:00,53.3,Yes
1629,1033,Journaling,Personal,2025-07-17 14:43:00,41.8,Yes
1630,1013,Tidy desk,Chore,2025-07-15 22:16:00,39.0,Yes
1631,1033,Essay draft,Study,2025-07-06 22:53:00,40.1,No
1632,1003,Code review,Work,2025-07-12 14:00:00,10.0,Yes
1633,1007,Grocery shopping,Chores,2025-03-19 11:23:00,,Yes
1634,1028,Meditation,Health,2025-04-26 19:32:00,45.4,Yes
1635,1018,Sprint planning notes,Work,2025-02-26 17:18:00,53.1,Yes
1636,1034,Bank visit,Errands,2025-02-07 15:34:00,53.8,Yes
1637,1012,Budget spreadsheet,Work,2025-06-21 15:24:00,13.1,Yes
1638,1016,Read chapter,STUDY,2025-01-09 08:35:00,55.9,Yes
1639,1018,Code review,Work,2025-01-01 15:56:00,11.7,No
1640,1019,Read for fun,Personal,2025-07-05 11:05:00,36.4,Yes
1641,1048,Sprint planning notes, Work,2025-06-10 10:41:00,32.0,Yes
1642,1008,Client report,Work,2025-03-04 21:48:00,12.6,Yes
1643,1007,Stretching,Health,2025-02-23 07:31:00,31.2,Yes
1644,1003,Car wash,Errands,2025-05-09 11:36:00,32.6,Yes
1645,1020,Laundry,Chores,2025-05-30 06:47:00,27.6,Yes
1646,1011,Stretching,Health,2025-03-27 10:36:00,16.8,Yes
1647,1032,Workout,Health,2025-07-05 08:28:00,13.4,Yes
1648,1038,Grocery shopping,CHORES,2025-03-30 21:14:00,81.5,No
1649,1014,Read chapter,Study,2025-02-12 07:12:00,16.1,Yes
1650,1023,Read chapter,Study,2025-03-11 20:35:00,92.4,Yes
1651,1041,Vacuuming,Chores,2025-05-17 22:45:00,,Yes
1652,1029,Vacuuming,Chores,2025-05-14 11:25:00,42.4,Yes
1653,1017,Email cleanup,work,2025-07-17 22:38:00,18.0,Yes
1654,1004,Email cleanup,WORK,2025-03-31 14:07:00,9.7,Yes
1655,1039,Email cleanup,Work,2025-06-03 06:27:00,41.7,Yes
1656,1020,Team sync prep,Work,2025-07-19 19:12:00,22.9,Yes
1657,1015,Code review,Work,2025-04-20 12:51:00,2.8,Yes
1658,1040,Sprint planning notes,Work,2025-05-21 18:25:00,,Yes
1659,1041,Code review,,2025-01-03 09:37:00,42.6,Yes
1660,1039,Laundry,Chores,2025-02-01 09:20:00,41.0,No
1661,1028,Client report,Work,2025-01-20 18:18:00,35.1,Yes
1662,1042,Online course module,Study,2025-02-26 14:50:00,37.2,Yes
1663,1049,Call family,Personal,2025-02-11 10:19:00,25.9,Yes
1664,1007,Team sync prep,Work,2025-05-06 16:49:00,50.3,Yes
1665,1036,Client report,,2025-06-19 21:57:00,21.5,Yes
1666,1047,Grocery shopping,Chores,2025-04-08 09:31:00,64.3,Yes
1667,1038,Read chapter,Study,2025-02-06 11:24:00,100.3,No
1668,1017,Pharmacy pickup,Errands,2025-06-13 19:37:00,28.6,Yes
1669,1033,Budget spreadsheet,Work,2025-03-17 13:58:00,28.3,Yes
1670,1034,Flashcard review,,2025-03-08 16:36:00,25.1,Yes
1671,1003,Tidy desk,Chores,2025-07-16 21:05:00,19.5,Yes
1672,1044,Team sync prep,Work,2025-02-08 11:10:00,9.6,Yes
1673,1013,Tidy desk,Chores,2025-06-13 18:41:00,57.8,Yes
1674,1031,Sprint planning notes,Work,2025-03-12 21:43:00,4.3,No
1675,1037,Workout,Health,2025-02-13 18:43:00,22.4,Yes
1676,1000,Stretching,Health,2025-05-19 16:37:00,68.8,No
1677,1026,Email cleanup,Work,2025-02-07 11:42:00,7.9,Yes
1678,1004,Tidy desk,Chores,2025-06-27 17:32:00,44.8,Yes
1679,1009,Budget spreadsheet,Work,2025-01-05 21:45:00,14.9,No
1680,1029,Read chapter,Study,2025-05-10 20:08:00,25.9,Yes
1681,1000,Grocery shopping, Chores,2025-07-18 11:36:00,13.2,Yes
1682,1035,Dishes,Chores,2025-03-14 10:16:00,41.8,Yes
1683,1000,Budget spreadsheet,Work,2025-01-19 06:31:00,60.2,Yes
1684,1042,Essay draft,Study ,2025-03-13 13:45:00,13.3,Yes
1685,1038,Dishes,CHORES,2025-06-15 21:25:00,3.8,Yes
1686,1015,Practice problems,Study,2025-05-08 15:10:00,21.3,Yes
1687,1024,Meditation,health,2025-07-24 21:59:00,4.2,Yes
1688,1004,Walk,,2025-05-05 16:40:00,49.0,Yes
1689,1011,Journaling,Personal,2025-02-11 14:33:00,24.7,Yes
1690,1007,Tidy desk,Chores,2025-03-03 21:40:00,17.8,No
1691,1026,Read for fun,Personal,2025-07-02 21:47:00,10.2,No
1692,1001,Meal prep,Health,2025-07-19 19:42:00,21.4,Yes
1693,1047,Sprint planning notes,Work,2025-07-06 16:48:00,25.5,Yes
1694,1012,Code review,Work,2025-06-15 14:41:00,13.3,Yes
1695,1033,Stretching, health,2025-04-02 07:36:00,15.4,Yes
1696,1017,Walk,Health,2025-01-19 10:02:00,35.9,Yes
1697,1021,Flashcard review,Study,2025-02-17 08:39:00,20.3,Yes
1698,1016,Sprint planning notes,Work,2025-07-03 06:02:00,24.8,Yes
1699,1030,Client report,Work,2025-04-11 22:27:00,11.1,Yes
1700,1026,Budget review,Personal,2025-07-29 19:34:00,25.5,Yes
1701,1004,Meal prep,Health,2025-05-02 18:54:00,28.2,Yes
1702,1049,Email cleanup, Work,2025-03-03 10:42:00,37.5,Yes
1703,1012,Stretching, health,2025-03-07 18:55:00,36.8,Yes
1704,1022,Bank visit,Errands,2025-04-13 09:26:00,21.9,Yes
1705,1002,Tidy desk,Chores,2025-07-22 14:53:00,13.0,Yes
1706,1026,Online course module,Study,2025-02-14 15:00:00,26.0,Yes
1707,1026,Email cleanup,Work,2025-06-11 15:12:00,24.1,Yes
1708,1014,Essay draft,,2025-03-28 06:33:00,19.1,Yes
1709,1027,Client report, Work,2025-01-28 17:17:00,36.3,Yes
1710,1033,Bank visit,Errands,2025-07-12 17:44:00,36.7,Yes
1711,1005,Online course module,Study,2025-03-31 16:38:00,43.3,Yes
1712,1006,Practice problems,Study,2025-07-08 19:23:00,60.9,Yes
1713,1034,Workout,Health,2025-02-25 06:09:00,16.8,No
1714,1008,Client report,,2025-02-21 07:45:00,8.8,Yes
1715,1035,Walk,Health ,2025-07-12 11:49:00,38.7,No
1716,1037,Walk,Health,2025-07-16 15:33:00,48.4,Yes
1717,1003,Vacuuming,Chores,2025-07-06 09:35:00,12.7,No
1718,1048,Client report,Work,2025-07-29 20:22:00,20.9,No
1719,1043,Laundry,Chores,2025-03-04 16:39:00,,No
1720,1015,Team sync prep,Work,2025-06-13 12:27:00,43.0,Yes
1721,1009,Online course module,,2025-06-25 09:08:00,33.9,Yes
1722,1041,Vacuuming,Chores,2025-03-08 17:36:00,55.1,Yes
1723,1030,Code review,Work,2025-05-16 18:49:00,60.4,Yes
1724,1000,Budget review,Personal,2025-05-07 15:31:00,40.0,Yes
1725,1019,Post office,errand,2025-01-30 14:35:00,51.4,Yes
1726,1026,Call family,Personal,2025-02-28 08:48:00,24.7,Yes
1727,1032,Budget review,Personal,2025-03-22 14:31:00,,Yes
1728,1035,Meal prep,Health,2025-07-17 15:34:00,48.6,Yes
1729,1000,Team sync prep,Work,2025-04-27 19:27:00,49.6,Yes
1730,1020,Dishes,Chores,2025-06-17 09:00:00,43.5,Yes
1731,1030,Grocery shopping,Chores,2025-01-15 21:48:00,40.2,Yes
1732,1024,Tidy desk,Chores,2025-07-15 08:01:00,2.2,Yes
1733,1009,Call family,Personal,2025-01-30 21:01:00,20.4,Yes
1734,1041,Client report,work,2025-02-05 19:41:00,21.8,Yes
1735,1009,Dishes,Chores,2025-06-07 11:16:00,43.7,Yes
1736,1017,Code review,Work,2025-01-19 08:39:00,51.7,Yes
1737,1040,Grocery shopping,Chores,2025-01-04 15:11:00,36.3,Yes
1738,1046,Pharmacy pickup,errand,2025-06-19 06:04:00,12.1,Yes
1739,1012,Pharmacy pickup,Errands,2025-06-05 09:01:00,33.2,Yes
1740,1037,Client report,Work,2025-03-24 21:04:00,24.7,Yes
1741,1024,Code review,,2025-03-05 15:41:00,14.4,Yes
1742,1021,Read chapter,STUDY,2025-01-29 18:31:00,52.7,Yes
1743,1014,Client report,Work,2025-02-09 20:23:00,27.4,Yes
1744,1036,Email cleanup,Work,2025-06-30 06:26:00,13.0,Yes
1745,1031,Email cleanup,Work ,2025-05-02 14:27:00,16.9,Yes
1746,1012,Stretching,Health,2025-06-26 20:08:00,6.4,Yes
1747,1039,Meal prep,Health,2025-07-13 08:45:00,12.7,No
1748,1027,Dishes,Chores,2025-03-13 17:07:00,62.1,Yes
1749,1046,Dishes,Chores,2025-07-08 16:53:00,13.6,No
1750,1013,Dishes,Chores,2025-07-23 17:24:00,34.9,Yes
1751,1011,Practice problems,Study,2025-04-08 08:29:00,34.6,Yes
1752,1040,Sprint planning notes,Work,2025-02-23 08:13:00,15.4,Yes
1753,1030,Budget spreadsheet,Work,2025-02-28 17:07:00,46.4,Yes
1754,1046,Practice problems,Study,2025-02-01 20:45:00,6.6,Yes
1755,1027,Online course module,,2025-01-14 20:43:00,741.0,Yes
1756,1033,Read for fun,Personal,2025-01-29 14:21:00,12.1,Yes
1757,1038,Online course module, study,2025-04-04 22:39:00,39.0,Yes
1758,1048,Practice problems,Study,2025-06-14 16:24:00,11.3,Yes
1759,1003,Budget spreadsheet,Work,2025-04-19 18:33:00,24.4,Yes
1760,1014,Flashcard review,Study,2025-07-28 19:39:00,56.8,Yes
1761,1013,Walk,Health,2025-07-28 21:26:00,18.5,No
1762,1048,Client report,Work,2025-03-12 08:32:00,21.1,No
1763,1045,Pharmacy pickup, errands,2025-04-27 09:51:00,27.4,Yes
1764,1031,Stretching,Health,2025-01-19 15:24:00,22.5,Yes
1765,1031,Online course module,Study,2025-01-04 12:42:00,36.9,Yes
1766,1035,Client report,Work,2025-05-07 07:34:00,82.0,Yes
1767,1018,Meal prep,health,2025-02-21 16:12:00,33.2,Yes
1768,1042,Laundry,,2025-02-19 22:44:00,63.0,Yes
1769,1043,Practice problems,Study,2025-06-06 11:02:00,27.3,Yes
1770,1036,Budget spreadsheet,work,2025-01-18 09:19:00,51.4,Yes
1771,1000,Walk, health,2025-01-30 18:36:00,26.8,Yes
1772,1044,Code review,Work,2025-03-04 14:04:00,63.7,Yes
1773,1040,Walk,Health,2025-05-03 14:06:00,19.3,Yes
1774,1037,Code review,Work,2025-07-14 18:02:00,56.3,Yes
1775,1000,Walk,Health,2025-05-30 17:22:00,23.7,Yes
1776,1011,Read for fun,Personal,2025-05-18 06:05:00,13.8,Yes
1777,1033,Email cleanup,Work,2025-03-14 17:11:00,43.4,Yes
1778,1008,Meal prep,Health,2025-01-22 22:47:00,22.1,Yes
1779,1035,Tidy desk,CHORES,2025-01-12 09:36:00,100.5,Yes
1780,1022,Walk,Health ,2025-06-01 08:16:00,11.2,Yes
1781,1038,Car wash,Errands,2025-02-16 16:15:00,46.9,Yes
1782,1011,Call family,Personal,2025-05-13 14:15:00,,Yes
1783,1016,Team sync prep,Work,2025-05-11 08:37:00,24.9,Yes
1784,1033,Workout,Health,2025-01-30 15:05:00,11.3,Yes
1785,1034,Pharmacy pickup, errands,2025-01-23 16:25:00,83.3,Yes
1786,1017,Grocery shopping,Chores,2025-04-26 08:41:00,59.1,Yes
1787,1041,Laundry,Chores,2025-01-18 07:55:00,119.2,Yes
1788,1043,Budget spreadsheet,Work,2025-04-04 19:44:00,27.1,Yes
1789,1030,Tidy desk,Chores,2025-01-30 17:08:00,24.8,No
1790,1032,Tidy desk,Chores,2025-02-17 18:23:00,33.6,Yes
1791,1001,Meditation,Health,2025-07-28 15:16:00,25.7,Yes
1792,1008,Car wash,Errands,2025-01-17 17:21:00,31.1,Yes
1793,1045,Dishes,Chores,2025-06-26 09:01:00,15.6,No
1794,1043,Read chapter,Study,2025-06-12 13:29:00,31.9,Yes
1795,1003,Dishes,Chores,2025-06-13 14:33:00,5.5,Yes
1796,1017,Post office,Errands,2025-02-15 13:24:00,36.6,Yes
1797,1033,Dishes,Chores,2025-03-26 13:49:00,46.1,No
1798,1048,Budget spreadsheet,Work,2025-04-01 19:19:00,40.2,Yes
1799,1047,Practice problems,Study,2025-07-25 18:44:00,9.6,No
1800,1049,Dishes,Chores,2025-06-24 10:48:00,25.7,Yes
1801,1029,Read chapter,Study,2025-06-29 14:55:00,104.5,Yes
1802,1004,Client report,Work,2025-04-17 14:22:00,3.9,Yes
1803,1044,Budget review,personal,2025-03-05 09:20:00,,Yes
1804,1022,Workout,health,2025-06-03 17:22:00,511.0,Yes
1805,1033,Journaling,Personal,2025-03-08 10:53:00,62.4,Yes
1806,1037,Team sync prep, Work,2025-05-31 10:17:00,45.8,No
1807,1040,Email cleanup,Work,2025-07-06 08:22:00,9.1,No
1808,1006,Client report,Work,2025-06-22 11:26:00,6.4,Yes
1809,1011,Budget spreadsheet,Work,2025-07-11 21:43:00,26.9,Yes
1810,1009,Workout,Health,2025-06-01 10:45:00,19.2,Yes
1811,1016,Essay draft,Study,2025-06-16 06:23:00,37.3,No
1812,1026,Vacuuming,Chores,2025-05-10 13:47:00,29.1,Yes
1813,1010,Email cleanup,Work,2025-01-21 13:19:00,26.0,Yes
1814,1002,Stretching,Health,2025-07-12 22:28:00,12.1,Yes
1815,1045,Code review,,2025-07-22 07:10:00,28.2,Yes
1816,1015,Client report,Work,2025-01-21 15:38:00,72.6,Yes
1817,1026,Journaling,Personal,2025-04-14 16:25:00,26.0,Yes
1818,1036,Practice problems,Study,2025-06-06 12:02:00,51.0,Yes
1819,1026,Practice problems,,2025-05-02 06:18:00,37.2,Yes
1820,1012,Code review,,2025-05-25 17:03:00,25.0,Yes
1821,1015,Team sync prep,Work,2025-07-21 15:23:00,22.5,Yes
1822,1019,Budget review,Personal,2025-06-10 14:05:00,9.3,Yes
1823,1035,Call family,Personal,2025-06-07 08:36:00,3.6,Yes
1824,1027,Practice problems,Study,2025-07-15 17:46:00,29.6,Yes
1825,1043,Client report,Work,2025-02-10 18:51:00,16.4,Yes
1826,1043,Workout, health,2025-06-23 14:55:00,6.9,No
1827,1034,Team sync prep,Work,2025-05-18 22:36:00,37.0,Yes
1828,1039,Walk,Health,2025-02-11 16:52:00,53.2,Yes
1829,1041,Dishes,Chores,2025-05-31 14:25:00,,Yes
