task_id,user_id,task_name,category,timestamp,duration_minutes,completed,day_of_week,hour
769,1021,Meditation,Health,2025-06-10 22:40:00,28.4,Yes,Tuesday,22
770,1021,Client report,Work,2025-06-19 14:56:00,30.8,Yes,Thursday,14
771,1002,Budget spreadsheet,Work,2025-03-29 06:09:00,13.0,Yes,Saturday,6
772,1016,Read for fun,Personal,2025-04-05 15:47:00,40.2,Yes,Saturday,15
773,1003,Client report,Work,2025-02-21 10:33:00,16.0,Yes,Friday,10
774,1037,Read for fun,Personal,2025-05-11 07:35:00,33.3,Yes,Sunday,7
775,1049,Journaling,Personal,2025-04-30 15:50:00,32.2,Yes,Wednesday,15
776,1006,Email cleanup,Work,2025-01-27 16:19:00,13.1,Yes,Monday,16
777,1015,Flashcard review,Study,2025-06-01 08:24:00,15.4,Yes,Sunday,8
778,1025,Essay draft,Study,2025-03-19 19:09:00,44.3,Yes,Wednesday,19
779,1008,Sprint planning notes,Work,2025-01-16 17:57:00,39.5,Yes,Thursday,17
780,1004,Email cleanup,Work,2025-02-01 13:38:00,48.0,Yes,Saturday,13
781,1001,Journaling,Personal,2025-05-28 16:43:00,16.3,No,Wednesday,16
782,1043,Team sync prep,Uncategorized,2025-03-12 16:35:00,89.1,Yes,Wednesday,16
783,1028,Walk,Health,2025-03-03 11:48:00,29.7,Yes,Monday,11
784,1033,Workout,Health,2025-01-11 11:58:00,40.5,No,Saturday,11
785,1011,Grocery shopping,Chores,2025-05-21 06:05:00,83.9,Yes,Wednesday,6
787,1049,Call family,Personal,2025-04-07 17:50:00,25.9,Yes,Monday,17
788,1031,Meal prep,Health,2025-07-12 13:52:00,49.1,Yes,Saturday,13
789,1044,Stretching,Health,2025-05-10 13:30:00,43.7,Yes,Saturday,13
790,1032,Meal prep,Health,2025-07-09 08:21:00,11.4,Yes,Wednesday,8
792,1035,Walk,Health,2025-03-23 15:56:00,62.1,Yes,Sunday,15
793,1005,Dishes,Chore,2025-02-19 08:26:00,33.5,Yes,Wednesday,8
794,1030,Flashcard review,Study,2025-06-15 08:17:00,23.3,Yes,Sunday,8
795,1035,Workout,Health,2025-05-23 08:42:00,2.6,Yes,Friday,8
796,1001,Tidy desk,Chores,2025-06-30 09:09:00,67.4,No,Monday,9
797,1011,Bank visit,Errands,2025-06-16 17:34:00,56.1,Yes,Monday,17
798,1025,Grocery shopping,Uncategorized,2025-04-06 09:16:00,17.9,Yes,Sunday,9
799,1021,Read chapter,Study,2025-07-28 22:56:00,28.8,Yes,Monday,22
800,1040,Budget spreadsheet,Work,2025-03-20 22:26:00,3.1,Yes,Thursday,22
801,1015,Budget review,Personal,2025-06-14 18:38:00,45.3,Yes,Saturday,18
802,1013,Meditation,Uncategorized,2025-07-18 09:12:00,38.0,No,Friday,9
803,1036,Budget review,Personal,2025-01-20 21:46:00,12.5,Yes,Monday,21
804,1009,Email cleanup,Work,2025-03-13 15:04:00,29.05,Yes,Thursday,15
805,1027,Read for fun,Personal,2025-02-13 06:13:00,9.9,Yes,Thursday,6
806,1007,Call family,Personal,2025-07-03 10:34:00,8.6,No,Thursday,10
807,1033,Grocery shopping,Chores,2025-06-28 07:53:00,34.7,Yes,Saturday,7
808,1008,Essay draft,Study,2025-07-26 16:09:00,6.6,Yes,Saturday,16
809,1005,Online course module,Uncategorized,2025-02-27 19:45:00,73.2,No,Thursday,19
810,1026,Email cleanup,Work,2025-01-19 07:02:00,30.4,Yes,Sunday,7
811,1005,Sprint planning notes,Work,2025-01-21 14:08:00,46.0,Yes,Tuesday,14
812,1030,Budget spreadsheet,Work,2025-03-18 11:39:00,33.1,Yes,Tuesday,11
813,1018,Call family,Personal,2025-03-11 10:52:00,59.5,Yes,Tuesday,10
814,1006,Meal prep,Health,2025-07-11 18:40:00,41.3,Yes,Friday,18
815,1005,Online course module,Study,2025-06-07 20:43:00,33.6,Yes,Saturday,20
816,1002,Workout,Health,2025-03-15 17:56:00,31.9,Yes,Saturday,17
817,1008,Code review,Work,2025-04-12 10:19:00,4.5,Yes,Saturday,10
818,1018,Email cleanup,Work,2025-01-25 13:12:00,28.8,Yes,Saturday,13
819,1030,Email cleanup,Work,2025-04-15 20:33:00,27.4,Yes,Tuesday,20
820,1049,Practice problems,Study,2025-01-24 12:34:00,20.8,Yes,Friday,12
821,1022,Post office,Errands,2025-06-28 09:53:00,8.3,Yes,Saturday,9
822,1045,Essay draft,Study,2025-03-29 17:45:00,18.5,No,Saturday,17
823,1010,Vacuuming,Chores,2025-01-16 14:32:00,71.1,Yes,Thursday,14
824,1037,Practice problems,Study,2025-01-26 07:42:00,25.6,Yes,Sunday,7
825,1048,Meal prep,Health,2025-03-08 14:10:00,15.0,Yes,Saturday,14
826,1021,Workout,Health,2025-07-13 21:09:00,65.3,Yes,Sunday,21
827,1049,Car wash,Errands,2025-03-14 09:37:00,47.3,Yes,Friday,9
828,1001,Flashcard review,Study,2025-06-14 10:27:00,27.3,Yes,Saturday,10
829,1042,Team sync prep,Uncategorized,2025-02-04 20:21:00,53.8,Yes,Tuesday,20
830,1045,Workout,Health,2025-06-27 15:50:00,66.5,Yes,Friday,15
831,1032,Laundry,Chores,2025-06-13 16:42:00,14.3,Yes,Friday,16
832,1019,Budget spreadsheet,Work,2025-03-25 21:42:00,45.7,No,Tuesday,21
833,1015,Dishes,Chores,2025-06-14 09:42:00,22.4,Yes,Saturday,9
834,1014,Read chapter,Study,2025-01-14 11:47:00,16.1,Yes,Tuesday,11
835,1049,Email cleanup,Work,2025-01-07 15:03:00,38.7,Yes,Tuesday,15
836,1029,Laundry,Chores,2025-02-24 10:19:00,29.8,Yes,Monday,10
837,1044,Laundry,Chores,2025-01-06 09:30:00,48.4,No,Monday,9
838,1014,Pharmacy pickup,Errands,2025-01-13 19:45:00,33.2,Yes,Monday,19
839,1010,Client report,Work,2025-06-07 11:13:00,17.7,No,Saturday,11
840,1036,Essay draft,Study,2025-06-28 12:07:00,58.2,Yes,Saturday,12
841,1014,Read chapter,Study,2025-07-24 09:03:00,25.9,Yes,Thursday,9
842,1016,Read chapter,Study,2025-07-12 07:32:00,58.0,Yes,Saturday,7
843,1034,Code review,Work,2025-05-20 12:59:00,23.5,Yes,Tuesday,12
844,1048,Read chapter,Study,2025-02-15 15:15:00,40.3,Yes,Saturday,15
845,1002,Flashcard review,Uncategorized,2025-06-07 15:47:00,90.4,Yes,Saturday,15
846,1039,Team sync prep,Work,2025-02-10 22:45:00,37.0,Yes,Monday,22
847,1049,Sprint planning notes,Work,2025-03-05 12:46:00,32.3,Yes,Wednesday,12
848,1007,Budget review,Personal,2025-07-06 15:34:00,45.2,Yes,Sunday,15
849,1047,Stretching,Health,2025-04-17 13:34:00,28.4,Yes,Thursday,13
850,1025,Pharmacy pickup,Errands,2025-06-06 08:21:00,45.0,Yes,Friday,8
851,1048,Client report,Work,2025-04-19 20:05:00,22.1,Yes,Saturday,20
852,1041,Budget review,Personal,2025-06-16 11:44:00,34.2,Yes,Monday,11
853,1007,Car wash,Errands,2025-07-26 06:14:00,42.7,Yes,Saturday,6
854,1005,Team sync prep,Work,2025-07-11 20:59:00,9.1,Yes,Friday,20
855,1022,Meal prep,Health,2025-01-30 18:16:00,44.3,Yes,Thursday,18
856,1040,Read chapter,Study,2025-07-19 15:01:00,26.9,Yes,Saturday,15
857,1004,Practice problems,Study,2025-03-27 13:00:00,61.3,Yes,Thursday,13
858,1036,Meditation,Health,2025-05-11 21:04:00,70.9,Yes,Sunday,21
859,1041,Laundry,Chores,2025-05-14 10:24:00,29.3,Yes,Wednesday,10
860,1002,Post office,Errands,2025-06-19 10:57:00,51.0,Yes,Thursday,10
861,1047,Journaling,Personal,2025-04-13 21:00:00,28.0,Yes,Sunday,21
863,1049,Team sync prep,Work,2025-06-15 18:37:00,16.4,Yes,Sunday,18
864,1004,Budget spreadsheet,Work,2025-07-26 20:51:00,29.5,No,Saturday,20
865,1025,Bank visit,Errands,2025-04-20 15:10:00,21.5,Yes,Sunday,15
866,1001,Laundry,Chores,2025-04-30 08:17:00,21.7,Yes,Wednesday,8
867,1044,Online course module,Study,2025-04-07 11:16:00,65.7,Yes,Monday,11
868,1014,Client report,Work,2025-01-05 15:07:00,47.9,Yes,Sunday,15
869,1004,Post office,Errands,2025-01-11 10:03:00,5.2,Yes,Saturday,10
870,1003,Flashcard review,Study,2025-07-13 21:45:00,18.3,Yes,Sunday,21
871,1020,Call family,Personal,2025-06-02 09:31:00,48.3,Yes,Monday,9
872,1022,Sprint planning notes,Work,2025-04-04 06:51:00,25.5,Yes,Friday,6
873,1013,Read chapter,Study,2025-02-15 15:53:00,30.5,No,Saturday,15
874,1031,Email cleanup,Work,2025-07-02 16:15:00,35.5,Yes,Wednesday,16
875,1006,Code review,Work,2025-01-10 20:44:00,9.9,Yes,Friday,20
876,1017,Walk,Health,2025-06-06 06:56:00,19.8,Yes,Friday,6
877,1030,Call family,Personal,2025-01-14 06:17:00,20.2,Yes,Tuesday,6
878,1009,Email cleanup,Work,2025-06-29 07:57:00,26.0,Yes,Sunday,7
879,1005,Meal prep,Health,2025-03-06 14:06:00,3.8,No,Thursday,14
880,1019,Budget spreadsheet,Work,2025-04-12 09:40:00,26.2,Yes,Saturday,9
881,1042,Online course module,Study,2025-06-22 17:08:00,13.7,Yes,Sunday,17
882,1008,Workout,Health,2025-02-02 18:59:00,14.1,Yes,Sunday,18
883,1012,Budget spreadsheet,Work,2025-06-10 22:37:00,29.05,No,Tuesday,22
884,1003,Code review,Work,2025-06-25 06:41:00,29.05,Yes,Wednesday,6
885,1013,Essay draft,Study,2025-04-22 06:15:00,23.5,No,Tuesday,6
886,1035,Team sync prep,Work,2025-03-21 15:09:00,14.0,Yes,Friday,15
887,1019,Code review,Work,2025-06-04 11:41:00,27.2,Yes,Wednesday,11
888,1024,Budget spreadsheet,Work,2025-02-20 14:42:00,55.5,No,Thursday,14
890,1006,Sprint planning notes,Work,2025-06-06 19:03:00,63.3,Yes,Friday,19
891,1026,Bank visit,Errands,2025-05-13 12:03:00,39.7,Yes,Tuesday,12
892,1019,Vacuuming,Chores,2025-01-15 07:43:00,25.6,Yes,Wednesday,7
893,1018,Essay draft,Study,2025-06-26 21:10:00,26.1,Yes,Thursday,21
894,1022,Email cleanup,Work,2025-01-28 14:22:00,36.0,Yes,Tuesday,14
895,1000,Call family,Personal,2025-03-08 19:46:00,29.0,Yes,Saturday,19
897,1015,Post office,Errands,2025-01-15 20:38:00,12.4,Yes,Wednesday,20
898,1030,Workout,Health,2025-02-11 20:14:00,5.1,No,Tuesday,20
899,1009,Email cleanup,Work,2025-02-12 08:23:00,58.4,Yes,Wednesday,8
900,1005,Tidy desk,Chore,2025-04-21 14:43:00,82.0,Yes,Monday,14
901,1039,Bank visit,Errands,2025-01-02 16:13:00,16.0,Yes,Thursday,16
902,1024,Email cleanup,Work,2025-02-15 09:46:00,26.6,Yes,Saturday,9
903,1007,Pharmacy pickup,Errands,2025-06-13 13:17:00,41.6,Yes,Friday,13
904,1031,Laundry,Chores,2025-02-23 08:24:00,43.1,Yes,Sunday,8
905,1015,Read chapter,Study,2025-05-04 19:27:00,57.9,Yes,Sunday,19
906,1040,Flashcard review,Study,2025-06-02 20:04:00,29.3,Yes,Monday,20
907,1032,Laundry,Chores,2025-03-09 12:08:00,19.6,Yes,Sunday,12
908,1026,Budget spreadsheet,Work,2025-07-03 17:56:00,20.7,No,Thursday,17
909,1046,Budget spreadsheet,Work,2025-04-27 13:38:00,8.2,Yes,Sunday,13
910,1028,Client report,Work,2025-02-04 12:42:00,18.0,Yes,Tuesday,12
911,1005,Budget spreadsheet,Work,2025-01-15 22:20:00,33.6,No,Wednesday,22
912,1049,Email cleanup,Work,2025-04-21 20:12:00,4.6,No,Monday,20
913,1004,Online course module,Study,2025-04-27 16:42:00,29.6,No,Sunday,16
914,1019,Post office,Errands,2025-03-26 06:49:00,30.4,Yes,Wednesday,6
915,1001,Client report,Work,2025-05-25 19:09:00,16.9,Yes,Sunday,19
916,1038,Call family,Uncategorized,2025-06-05 18:44:00,47.2,Yes,Thursday,18
917,1044,Practice problems,Study,2025-03-28 13:32:00,27.0,Yes,Friday,13
918,1034,Journaling,Personal,2025-07-14 12:52:00,39.9,Yes,Monday,12
919,1043,Client report,Work,2025-06-24 13:15:00,47.9,Yes,Tuesday,13
920,1002,Email cleanup,Work,2025-05-26 19:43:00,29.05,Yes,Monday,19
921,1047,Journaling,Personal,2025-05-05 15:00:00,29.0,Yes,Monday,15
922,1040,Email cleanup,Work,2025-07-17 14:10:00,8.6,Yes,Thursday,14
923,1018,Code review,Work,2025-02-10 15:41:00,52.8,Yes,Monday,15
924,1040,Pharmacy pickup,Errands,2025-04-27 10:46:00,30.9,Yes,Sunday,10
925,1037,Meal prep,Health,2025-04-18 17:20:00,48.8,Yes,Friday,17
926,1038,Sprint planning notes,Work,2025-04-11 07:04:00,29.05,Yes,Friday,7
927,1023,Grocery shopping,Chores,2025-04-17 12:26:00,18.2,Yes,Thursday,12
929,1048,Essay draft,Study,2025-04-22 14:30:00,47.0,Yes,Tuesday,14
930,1044,Stretching,Health,2025-05-19 16:09:00,4.5,Yes,Monday,16
931,1014,Team sync prep,Work,2025-05-01 17:54:00,44.7,Yes,Thursday,17
932,1036,Post office,Errands,2025-03-14 21:42:00,20.3,Yes,Friday,21
933,1017,Budget spreadsheet,Work,2025-01-05 09:20:00,14.9,No,Sunday,9
934,1038,Meal prep,Health,2025-02-16 19:21:00,10.6,Yes,Sunday,19
935,1018,Journaling,Personal,2025-07-03 18:44:00,16.5,Yes,Thursday,18
936,1022,Vacuuming,Chores,2025-03-24 22:33:00,52.5,Yes,Monday,22
937,1027,Code review,Work,2025-04-24 12:36:00,24.1,Yes,Thursday,12
938,1001,Read for fun,Personal,2025-02-02 17:50:00,8.3,Yes,Sunday,17
939,1023,Vacuuming,Chores,2025-03-30 10:20:00,65.4,Yes,Sunday,10
940,1001,Dishes,Chores,2025-07-22 11:33:00,4.8,No,Tuesday,11
941,1042,Flashcard review,Study,2025-07-09 08:18:00,94.6,Yes,Wednesday,8
942,1049,Sprint planning notes,Work,2025-01-02 06:35:00,45.1,No,Thursday,6
943,1029,Budget spreadsheet,Work,2025-02-26 08:19:00,66.1,Yes,Wednesday,8
944,1018,Journaling,Personal,2025-02-22 20:50:00,39.8,Yes,Saturday,20
945,1049,Tidy desk,Chores,2025-06-04 17:24:00,10.2,Yes,Wednesday,17
946,1011,Code review,Work,2025-06-27 10:01:00,66.0,Yes,Friday,10
947,1019,Practice problems,Study,2025-05-09 11:50:00,9.6,Yes,Friday,11
948,1045,Car wash,Errands,2025-03-29 07:59:00,60.1,Yes,Saturday,7
949,1037,Read chapter,Study,2025-06-26 20:54:00,32.2,Yes,Thursday,20
950,1037,Practice problems,Study,2025-05-14 08:42:00,47.9,Yes,Wednesday,8
951,1026,Tidy desk,Chores,2025-03-26 10:00:00,43.1,Yes,Wednesday,10
952,1001,Sprint planning notes,Work,2025-05-19 17:25:00,52.0,Yes,Monday,17
953,1009,Code review,Work,2025-02-04 14:24:00,29.5,Yes,Tuesday,14
954,1045,Essay draft,Study,2025-06-16 16:50:00,45.1,Yes,Monday,16
955,1031,Meditation,Health,2025-05-21 20:12:00,8.6,Yes,Wednesday,20
956,1018,Grocery shopping,Chores,2025-05-24 06:48:00,11.2,Yes,Saturday,6
957,1020,Budget spreadsheet,Work,2025-05-03 17:05:00,21.6,Yes,Saturday,17
958,1001,Car wash,Errands,2025-04-16 20:16:00,6.0,Yes,Wednesday,20
960,1046,Read for fun,Personal,2025-03-21 13:45:00,7.5,Yes,Friday,13
961,1015,Flashcard review,Study,2025-06-30 10:43:00,43.9,Yes,Monday,10
962,1012,Read for fun,Personal,2025-07-15 14:10:00,30.1,Yes,Tuesday,14
963,1011,Read chapter,Study,2025-06-25 15:31:00,21.4,No,Wednesday,15
964,1003,Sprint planning notes,Work,2025-03-21 13:42:00,12.2,Yes,Friday,13
965,1007,Budget spreadsheet,Work,2025-07-25 12:31:00,31.3,Yes,Friday,12
966,1030,Practice problems,Study,2025-06-20 21:59:00,21.2,Yes,Friday,21
967,1014,Essay draft,Study,2025-02-26 21:46:00,56.9,No,Wednesday,21
969,1021,Sprint planning notes,Uncategorized,2025-02-27 21:50:00,30.799999999999997,Yes,Thursday,21
970,1048,Code review,Work,2025-01-03 13:32:00,29.6,Yes,Friday,13
971,1025,Email cleanup,Work,2025-02-24 17:28:00,19.4,Yes,Monday,17
972,1001,Read chapter,Study,2025-04-18 14:24:00,41.3,Yes,Friday,14
973,1042,Workout,Health,2025-02-22 14:19:00,41.4,Yes,Saturday,14
974,1031,Dishes,Chore,2025-02-21 09:13:00,21.3,Yes,Friday,9
975,1031,Team sync prep,Work,2025-06-17 16:55:00,37.6,Yes,Tuesday,16
976,1007,Dishes,Chores,2025-06-17 21:01:00,29.8,Yes,Tuesday,21
977,1029,Email cleanup,Work,2025-05-03 17:06:00,37.7,Yes,Saturday,17
978,1022,Call family,Personal,2025-06-21 18:01:00,63.3,Yes,Saturday,18
980,1027,Read chapter,Study,2025-03-29 09:05:00,6.4,No,Saturday,9
981,1023,Client report,Work,2025-01-04 15:01:00,27.1,Yes,Saturday,15
982,1001,Grocery shopping,Chores,2025-02-25 19:54:00,38.8,Yes,Tuesday,19
984,1009,Code review,Work,2025-07-20 19:51:00,29.05,Yes,Sunday,19
985,1024,Stretching,Health,2025-06-30 17:39:00,27.5,No,Monday,17
987,1019,Stretching,Health,2025-03-25 08:59:00,29.9,Yes,Tuesday,8
988,1017,Grocery shopping,Chores,2025-03-13 17:47:00,43.8,No,Thursday,17
989,1047,Team sync prep,Work,2025-02-12 07:19:00,21.7,Yes,Wednesday,7
990,1016,Budget spreadsheet,Work,2025-01-30 16:08:00,40.8,Yes,Thursday,16
992,1046,Pharmacy pickup,Errands,2025-05-14 07:45:00,23.9,Yes,Wednesday,7
993,1048,Vacuuming,Chores,2025-04-03 20:00:00,29.8,Yes,Thursday,20
994,1016,Walk,Health,2025-03-02 14:55:00,25.9,Yes,Sunday,14
995,1008,Tidy desk,Chores,2025-05-30 16:03:00,3.4,No,Friday,16
996,1001,Meal prep,Health,2025-04-04 14:51:00,15.1,Yes,Friday,14
997,1047,Code review,Work,2025-06-22 18:49:00,10.0,Yes,Sunday,18
998,1011,Tidy desk,Chore,2025-01-11 15:32:00,28.8,Yes,Saturday,15
999,1034,Flashcard review,Study,2025-06-14 11:00:00,84.9,Yes,Saturday,11
1000,1033,Dishes,Chores,2025-06-19 08:01:00,34.3,Yes,Thursday,8
1001,1021,Vacuuming,Chores,2025-05-23 08:24:00,9.8,Yes,Friday,8
1002,1013,Laundry,Chores,2025-04-18 12:55:00,16.8,Yes,Friday,12
1003,1038,Budget spreadsheet,Work,2025-07-05 13:22:00,34.4,Yes,Saturday,13
1004,1049,Online course module,Study,2025-01-27 18:46:00,36.5,Yes,Monday,18
1005,1031,Post office,Errands,2025-07-07 06:39:00,20.3,Yes,Monday,6
1006,1042,Meditation,Health,2025-06-06 22:45:00,26.2,Yes,Friday,22
1007,1015,Post office,Errands,2025-07-05 14:39:00,26.3,Yes,Saturday,14
1008,1018,Team sync prep,Work,2025-06-23 21:09:00,25.5,Yes,Monday,21
1010,1043,Stretching,Health,2025-06-08 21:54:00,32.7,Yes,Sunday,21
1011,1047,Call family,Personal,2025-05-09 21:11:00,35.3,Yes,Friday,21
1012,1018,Essay draft,Study,2025-01-02 06:30:00,5.8,Yes,Thursday,6
1013,1037,Stretching,Health,2025-07-15 10:02:00,61.8,Yes,Tuesday,10
1014,1034,Stretching,Health,2025-07-29 11:42:00,40.0,Yes,Tuesday,11
1015,1039,Journaling,Personal,2025-06-24 09:44:00,10.7,Yes,Tuesday,9
1016,1043,Meditation,Health,2025-03-07 15:40:00,38.5,Yes,Friday,15
1017,1022,Online course module,Study,2025-06-30 11:11:00,25.0,Yes,Monday,11
1018,1019,Call family,Personal,2025-06-02 11:13:00,27.8,Yes,Monday,11
1019,1008,Essay draft,Study,2025-05-26 21:44:00,43.3,Yes,Monday,21
1020,1014,Meal prep,Health,2025-05-24 09:59:00,24.1,Yes,Saturday,9
1021,1030,Meditation,Health,2025-07-28 20:36:00,25.3,No,Monday,20
1022,1031,Flashcard review,Study,2025-02-09 10:34:00,36.8,Yes,Sunday,10
1023,1015,Read for fun,Personal,2025-04-10 19:15:00,37.0,Yes,Thursday,19
1024,1008,Sprint planning notes,Work,2025-07-13 22:10:00,29.05,Yes,Sunday,22
1025,1014,Flashcard review,Study,2025-06-21 07:10:00,29.6,Yes,Saturday,7
1026,1045,Tidy desk,Chore,2025-02-27 19:09:00,31.7,Yes,Thursday,19
1027,1049,Walk,Health,2025-04-24 15:09:00,42.6,Yes,Thursday,15
1028,1026,Read for fun,Personal,2025-06-04 06:47:00,14.8,Yes,Wednesday,6
1029,1020,Budget spreadsheet,Work,2025-06-11 15:41:00,77.1,Yes,Wednesday,15
1030,1042,Code review,Work,2025-07-16 15:48:00,46.7,Yes,Wednesday,15
1031,1042,Team sync prep,Work,2025-06-04 09:19:00,13.0,Yes,Wednesday,9
1032,1030,Code review,Work,2025-04-29 09:34:00,44.0,Yes,Tuesday,9
1033,1030,Email cleanup,Work,2025-05-31 09:50:00,14.9,Yes,Saturday,9
1034,1020,Code review,Work,2025-03-13 13:15:00,21.6,Yes,Thursday,13
1035,1029,Essay draft,Study,2025-06-16 20:12:00,13.1,Yes,Monday,20
1036,1001,Team sync prep,Work,2025-04-20 20:23:00,56.3,No,Sunday,20
1037,1047,Stretching,Health,2025-04-10 12:33:00,16.9,Yes,Thursday,12
1038,1033,Online course module,Uncategorized,2025-01-12 11:54:00,47.8,Yes,Sunday,11
1039,1020,Tidy desk,Chores,2025-05-07 17:32:00,34.3,Yes,Wednesday,17
1040,1037,Essay draft,Study,2025-07-27 13:28:00,28.3,Yes,Sunday,13
1041,1028,Walk,Health,2025-04-23 18:52:00,18.6,Yes,Wednesday,18
1042,1021,Tidy desk,Chores,2025-03-10 19:04:00,26.8,Yes,Monday,19
1043,1043,Email cleanup,Work,2025-02-02 15:50:00,20.1,Yes,Sunday,15
1044,1011,Call family,Personal,2025-01-06 08:11:00,35.6,Yes,Monday,8
1045,1010,Online course module,Study,2025-05-20 12:50:00,29.6,No,Tuesday,12
1046,1008,Walk,Health,2025-01-20 12:29:00,19.3,Yes,Monday,12
1047,1018,Team sync prep,Work,2025-07-12 15:35:00,18.2,Yes,Saturday,15
1048,1000,Walk,Health,2025-01-20 12:41:00,90.8,Yes,Monday,12
1049,1021,Laundry,Chores,2025-02-26 21:58:00,8.3,Yes,Wednesday,21
1050,1029,Grocery shopping,Chores,2025-03-15 16:29:00,19.4,Yes,Saturday,16
1051,1004,Code review,Work,2025-02-06 13:43:00,12.2,Yes,Thursday,13
1052,1041,Tidy desk,Chores,2025-03-14 10:01:00,33.0,Yes,Friday,10
1053,1023,Meal prep,Health,2025-01-20 10:32:00,12.6,Yes,Monday,10
1054,1041,Essay draft,Study,2025-04-20 15:48:00,67.4,Yes,Sunday,15
1055,1045,Team sync prep,Work,2025-01-07 13:50:00,31.4,Yes,Tuesday,13
1056,1017,Code review,Work,2025-03-01 16:55:00,56.4,Yes,Saturday,16
1058,1037,Call family,Personal,2025-01-05 13:07:00,19.1,Yes,Sunday,13
1059,1037,Read for fun,Personal,2025-01-19 13:16:00,73.5,No,Sunday,13
1060,1049,Team sync prep,Work,2025-01-22 08:17:00,33.4,Yes,Wednesday,8
1061,1001,Practice problems,Study,2025-01-15 13:15:00,29.6,Yes,Wednesday,13
1062,1004,Grocery shopping,Chores,2025-03-09 18:32:00,23.4,Yes,Sunday,18
1063,1004,Budget spreadsheet,Work,2025-01-30 07:51:00,93.8,Yes,Thursday,7
1064,1016,Workout,Health,2025-01-19 17:26:00,6.4,Yes,Sunday,17
1065,1017,Code review,Work,2025-06-02 13:28:00,41.4,Yes,Monday,13
1066,1002,Sprint planning notes,Work,2025-03-19 16:49:00,34.9,Yes,Wednesday,16
1067,1046,Post office,Errands,2025-05-26 17:41:00,42.5,Yes,Monday,17
1068,1016,Budget spreadsheet,Work,2025-04-13 06:17:00,5.1,Yes,Sunday,6
1069,1034,Stretching,Health,2025-05-18 18:39:00,19.4,Yes,Sunday,18
1070,1031,Client report,Work,2025-03-27 07:07:00,62.3,Yes,Thursday,7
1071,1036,Code review,Work,2025-06-18 09:35:00,34.3,Yes,Wednesday,9
1072,1034,Read chapter,Study,2025-02-05 17:01:00,20.4,Yes,Wednesday,17
1073,1026,Read chapter,Study,2025-06-01 06:20:00,52.1,Yes,Sunday,6
1074,1021,Walk,Health,2025-06-18 19:58:00,38.4,Yes,Wednesday,19
1075,1008,Code review,Work,2025-01-17 06:26:00,66.5,Yes,Friday,6
1076,1023,Essay draft,Study,2025-04-05 09:34:00,21.2,Yes,Saturday,9
1077,1005,Email cleanup,Work,2025-05-04 07:47:00,22.8,Yes,Sunday,7
1078,1046,Budget spreadsheet,Work,2025-01-13 14:10:00,49.2,Yes,Monday,14
1079,1019,Online course module,Study,2025-06-23 20:55:00,29.6,Yes,Monday,20
1080,1023,Car wash,Errands,2025-01-08 22:35:00,57.1,Yes,Wednesday,22
1081,1026,Meditation,Health,2025-06-16 08:32:00,18.2,Yes,Monday,8
1082,1027,Client report,Work,2025-03-16 09:44:00,15.0,Yes,Sunday,9
1083,1034,Walk,Health,2025-07-19 18:08:00,29.9,Yes,Saturday,18
1084,1034,Car wash,Errands,2025-01-12 07:26:00,30.9,Yes,Sunday,7
1085,1017,Call family,Personal,2025-06-01 14:27:00,57.7,Yes,Sunday,14
1086,1020,Budget review,Personal,2025-03-01 22:10:00,31.7,Yes,Saturday,22
1087,1047,Budget review,Personal,2025-06-25 06:34:00,46.6,Yes,Wednesday,6
1088,1033,Bank visit,Errands,2025-03-21 09:39:00,22.1,Yes,Friday,9
1089,1010,Read chapter,Uncategorized,2025-06-09 16:25:00,9.9,Yes,Monday,16
1090,1047,Grocery shopping,Chores,2025-03-13 15:27:00,23.9,Yes,Thursday,15
1091,1049,Email cleanup,Work,2025-02-15 18:53:00,24.7,Yes,Saturday,18
1092,1002,Vacuuming,Chores,2025-01-19 20:43:00,22.5,No,Sunday,20
1093,1023,Sprint planning notes,Work,2025-01-12 08:32:00,37.1,Yes,Sunday,8
1094,1042,Code review,Work,2025-06-01 22:35:00,12.8,Yes,Sunday,22
1095,1038,Email cleanup,Work,2025-03-27 12:35:00,18.8,Yes,Thursday,12
1096,1043,Read chapter,Study,2025-03-28 06:18:00,27.5,Yes,Friday,6
1097,1041,Budget spreadsheet,Work,2025-03-13 19:30:00,38.6,No,Thursday,19
1098,1021,Read for fun,Personal,2025-01-09 22:06:00,12.0,Yes,Thursday,22
1099,1004,Laundry,Chores,2025-02-16 16:00:00,55.9,Yes,Sunday,16
1100,1030,Read chapter,Study,2025-04-22 06:17:00,12.1,Yes,Tuesday,6
1101,1033,Sprint planning notes,Work,2025-01-07 15:14:00,34.6,Yes,Tuesday,15
1102,1036,Budget spreadsheet,Uncategorized,2025-07-22 14:02:00,3.7,Yes,Tuesday,14
1103,1002,Flashcard review,Study,2025-06-11 18:51:00,44.3,Yes,Wednesday,18
1104,1048,Meal prep,Health,2025-04-06 17:17:00,14.5,Yes,Sunday,17
1105,1002,Read for fun,Personal,2025-06-03 16:56:00,22.2,Yes,Tuesday,16
1106,1010,Meditation,Health,2025-01-26 13:46:00,26.8,Yes,Sunday,13
1107,1001,Meal prep,Health,2025-04-26 07:37:00,8.1,Yes,Saturday,7
1108,1042,Pharmacy pickup,Errands,2025-01-08 17:32:00,58.4,Yes,Wednesday,17
1109,1010,Workout,Health,2025-01-19 16:05:00,26.3,Yes,Sunday,16
